InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537608,21591,COSY HOUR CIGAR BOX MATCHES ,8,12/7/2010 13:20,1.25,15024,United Kingdom
558774,11001,ASSTD DESIGN RACING CAR PEN,15,7/4/2011 10:17,0.83,NA,United Kingdom
579471,21115,ROSE CARAVAN DOORSTOP,1,11/29/2011 15:08,14.13,NA,United Kingdom
563855,20724,RED RETROSPOT CHARLOTTE BAG,10,8/19/2011 15:29,0.85,14709,United Kingdom
575074,21900,"KEY FOB , SHED",8,11/8/2011 13:11,0.65,15356,United Kingdom
559693,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,1,7/11/2011 16:21,2.46,NA,United Kingdom
542107,21115,ROSE CARAVAN DOORSTOP,1,1/25/2011 13:38,6.75,16222,United Kingdom
576837,20839,FRENCH PAISLEY CUSHION COVER ,6,11/16/2011 15:16,3.29,NA,United Kingdom
542664,22161,HEART DECORATION RUSTIC HANGING ,14,1/31/2011 12:14,0.79,NA,United Kingdom
539750,22654,DELUXE SEWING KIT ,34,12/21/2010 15:40,12.72,NA,United Kingdom
547850,85188B,PINK METAL SWINGING BUNNY,2,3/27/2011 12:06,0.85,14472,United Kingdom
574043,23199,JUMBO BAG APPLES,5,11/2/2011 13:13,2.08,16367,United Kingdom
540468,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,2,1/7/2011 13:55,4.21,NA,United Kingdom
551340,21716,BOYS VINTAGE TIN SEASIDE BUCKET,2,4/27/2011 17:23,4.96,NA,United Kingdom
536401,85049E,SCANDINAVIAN REDS RIBBONS,2,12/1/2010 11:21,1.25,15862,United Kingdom
543997,22139,RETROSPOT TEA SET CERAMIC 11 PC ,4,2/15/2011 10:49,4.95,17348,United Kingdom
578620,21125,SET 6 FOOTBALL CELEBRATION CANDLES,1,11/24/2011 15:21,1.25,17247,United Kingdom
565665,23426,METAL SIGN DROP YOUR PANTS,12,9/5/2011 17:44,2.89,15856,United Kingdom
547658,85150,LADIES & GENTLEMEN METAL SIGN,1,3/24/2011 13:04,2.55,13736,United Kingdom
553375,22979,PANTRY WASHING UP BRUSH,12,5/16/2011 14:53,1.45,14911,EIRE
558774,21811,HANGING HEART WITH BELL,1,7/4/2011 10:17,2.46,NA,United Kingdom
540994,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,1/13/2011 9:29,1.25,13089,United Kingdom
538014,82483,WOOD 2 DRAWER CABINET WHITE FINISH,6,12/9/2010 12:49,5.95,14440,United Kingdom
545667,22869,NUMBER TILE COTTAGE GARDEN 1,1,3/4/2011 16:07,4.13,NA,United Kingdom
556822,21975,PACK OF 60 DINOSAUR CAKE CASES,12,6/15/2011 10:22,0.55,17155,United Kingdom
579667,23498,CLASSIC BICYCLE CLIPS ,4,11/30/2011 12:32,1.45,16361,United Kingdom
544354,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2/18/2011 10:42,1.49,13489,United Kingdom
558371,20719,WOODLAND CHARLOTTE BAG,57,6/28/2011 15:44,2.46,NA,United Kingdom
546008,84631,FRUIT TREE AND BIRDS WALL PLAQUE,1,3/8/2011 15:43,7.46,NA,United Kingdom
551696,47559B,TEA TIME OVEN GLOVE,10,5/3/2011 13:39,1.25,14110,United Kingdom
566400,20725,LUNCH BAG RED RETROSPOT,10,9/12/2011 13:16,1.65,17139,United Kingdom
541262,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,1/16/2011 15:50,2.95,18069,United Kingdom
553015,22530,MAGIC DRAWING SLATE DOLLY GIRL ,1,5/12/2011 18:55,0.42,12748,United Kingdom
538630,22077,6 RIBBONS RUSTIC CHARM,12,12/13/2010 13:25,1.65,14565,United Kingdom
560862,22294,HEART FILIGREE DOVE  SMALL,4,7/21/2011 13:48,1.25,14085,United Kingdom
566723,21812,GARLAND WITH HEARTS AND BELLS,6,9/14/2011 13:02,4.95,15804,United Kingdom
581334,23228,FILIGREE HEART BIRD WHITE ,1,12/8/2011 12:07,1.25,17841,United Kingdom
569736,23320,GIANT 50'S CHRISTMAS CRACKER,12,10/6/2011 10:44,2.89,14317,United Kingdom
573393,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,10/30/2011 15:08,1.25,14158,United Kingdom
578233,23078,ICE CREAM PEN LIP GLOSS ,40,11/23/2011 12:20,1.25,14049,United Kingdom
545838,22286,"DECORATION , WOBBLY RABBIT , METAL ",1,3/7/2011 13:33,1.65,14606,United Kingdom
543802,20725,LUNCH BAG RED RETROSPOT,1,2/13/2011 12:03,1.65,13742,United Kingdom
552247,21927,BLUE/CREAM STRIPE CUSHION COVER ,2,5/6/2011 19:48,1.25,12748,United Kingdom
581217,90082A,DIAMANTE BOW BROOCH GREEN COLOUR,2,12/8/2011 9:20,6.65,NA,United Kingdom
558700,21905,MORE BUTTER METAL SIGN ,1,7/1/2011 12:33,0.79,17920,United Kingdom
C567947,23100,SILVER BELLS TABLE DECORATION,-1,9/23/2011 8:00,1.25,17663,United Kingdom
555009,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,5/31/2011 10:32,3.75,17340,United Kingdom
581000,84819,DANISH ROSE ROUND SEWING BOX,16,12/7/2011 8:03,0.79,12720,Germany
555149,21090,SET/6 COLLAGE PAPER PLATES,4,5/31/2011 15:49,0.83,NA,United Kingdom
559816,22377,BOTTLE BAG RETROSPOT ,7,7/12/2011 16:11,1.63,NA,United Kingdom
579301,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,2,11/29/2011 11:32,1.45,18118,United Kingdom
563098,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,32,8/12/2011 9:14,2.55,14911,EIRE
557251,22814,CARD PARTY GAMES ,24,6/17/2011 16:07,0.42,14085,United Kingdom
571054,23225,CHERUB HEART DECORATION SILVER ,1,10/13/2011 13:58,0.83,14234,United Kingdom
556879,20735,BLACK MINI TAPE MEASURE ,1,6/15/2011 12:07,0.85,16461,United Kingdom
541424,22570,FELTCRAFT CUSHION RABBIT,1,1/17/2011 17:57,7.46,NA,United Kingdom
570690,21880,RED RETROSPOT TAPE,3,10/11/2011 16:37,0.42,NA,United Kingdom
564760,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,8/30/2011 10:47,4.13,NA,United Kingdom
576062,85199L,LARGE HANGING IVORY & RED WOOD BIRD,48,11/13/2011 15:30,0.65,12867,United Kingdom
538524,21892,TRADITIONAL WOODEN CATCH CUP GAME ,1,12/13/2010 9:35,2.51,NA,United Kingdom
567578,22955,36 FOIL STAR CAKE CASES ,6,9/21/2011 10:47,2.1,12701,Germany
559315,23298,SPOTTY BUNTING,50,7/7/2011 13:52,4.15,13456,United Kingdom
581310,21912,VINTAGE SNAKES & LADDERS,1,12/8/2011 11:43,3.75,16442,United Kingdom
580647,23694,PAISLEY PARK CARD,12,12/5/2011 13:14,0.42,14083,United Kingdom
570871,23269,SET OF 2 CERAMIC CHRISTMAS TREES,1,10/12/2011 16:36,2.92,NA,United Kingdom
537653,84763,ZINC FINISH 15CM PLANTER POTS,10,12/7/2010 15:54,1.25,17897,United Kingdom
545445,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,3/2/2011 16:26,4.95,17738,United Kingdom
572758,21908,CHOCOLATE THIS WAY METAL SIGN,2,10/25/2011 18:39,4.13,NA,United Kingdom
549118,22993,SET OF 4 PANTRY JELLY MOULDS,12,4/6/2011 13:18,1.25,14911,EIRE
567901,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,9/22/2011 16:28,3.29,NA,United Kingdom
574619,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,1,11/6/2011 11:18,1.25,15952,United Kingdom
543732,82580,BATHROOM METAL SIGN,2,2/11/2011 12:02,1.25,NA,United Kingdom
553402,22023,EMPIRE BIRTHDAY CARD,12,5/16/2011 17:13,0.42,17898,United Kingdom
570446,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,10/10/2011 14:49,2.1,12431,Belgium
541421,22382,LUNCH BAG SPACEBOY DESIGN ,1,1/17/2011 17:44,4.13,NA,United Kingdom
577057,22604,SET OF 4 NAPKIN CHARMS CUTLERY,2,11/17/2011 14:26,2.55,12748,United Kingdom
574368,37446,MINI CAKE STAND WITH HANGING CAKES,8,11/4/2011 10:59,1.45,13004,United Kingdom
562791,21535,RED RETROSPOT SMALL MILK JUG,6,8/9/2011 14:18,2.55,17730,United Kingdom
542902,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2/1/2011 14:43,1.25,16011,United Kingdom
540543,82482,WOODEN PICTURE FRAME WHITE FINISH,3,1/9/2011 15:23,2.55,14395,United Kingdom
546392,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1,3/11/2011 14:15,1.45,14587,United Kingdom
557787,22360,GLASS JAR ENGLISH CONFECTIONERY,1,6/22/2011 16:16,2.95,15041,United Kingdom
566408,22360,GLASS JAR ENGLISH CONFECTIONERY,1,9/12/2011 13:43,2.95,16984,United Kingdom
552554,21621,VINTAGE UNION JACK BUNTING,2,5/10/2011 11:04,8.5,12843,United Kingdom
575867,20676,RED RETROSPOT BOWL,1,11/11/2011 12:44,1.25,15034,United Kingdom
563442,22698,PINK REGENCY TEACUP AND SAUCER,6,8/16/2011 13:25,2.95,17637,United Kingdom
574055,22791,T-LIGHT GLASS FLUTED ANTIQUE,72,11/2/2011 14:08,1.06,16525,United Kingdom
563288,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,8/15/2011 12:53,9.95,12656,France
536798,21908,CHOCOLATE THIS WAY METAL SIGN,12,12/2/2010 15:55,2.1,17838,United Kingdom
562715,23296,SET OF 6 TEA TIME BAKING CASES,1,8/8/2011 15:34,3.29,NA,United Kingdom
562046,23249,VINTAGE RED ENAMEL TRIM PLATE,12,8/2/2011 10:34,1.65,12378,Switzerland
550211,21866,UNION JACK FLAG LUGGAGE TAG,1,4/15/2011 10:41,3.29,NA,United Kingdom
579446,21616,4 PEAR BOTANICAL DINNER CANDLES,12,11/29/2011 13:43,1.25,14121,United Kingdom
568951,84510A,SET OF 4 ENGLISH ROSE COASTERS,10,9/29/2011 15:26,1.25,17724,United Kingdom
572704,21240,BLUE POLKADOT CUP,2,10/25/2011 14:39,1.63,NA,United Kingdom
557469,21114,LAVENDER SCENTED FABRIC HEART,20,6/20/2011 13:18,1.25,12904,United Kingdom
568428,21259,VICTORIAN SEWING BOX SMALL ,2,9/27/2011 11:27,5.95,14419,United Kingdom
540646,21051,RIBBONS PURSE ,1,1/10/2011 14:32,1.66,NA,United Kingdom
576076,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,2,11/13/2011 16:18,0.55,14382,United Kingdom
C574526,22273,FELTCRAFT DOLL MOLLY,-2,11/4/2011 13:57,2.95,14567,United Kingdom
580545,20750,RED RETROSPOT MINI CASES,2,12/5/2011 9:16,7.95,12782,Portugal
C542805,85054,FRENCH ENAMEL POT W LID,-1,2/1/2011 11:19,2.95,14606,United Kingdom
578074,21327,SKULLS WRITING SET ,1,11/22/2011 16:06,1.65,17590,United Kingdom
556245,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,6/9/2011 16:10,2.08,17841,United Kingdom
558904,22228,BUNNY WOODEN PAINTED WITH BIRD ,1,7/4/2011 16:18,0.83,NA,United Kingdom
578149,23300,GARDENERS KNEELING PAD CUP OF TEA ,7,11/23/2011 11:11,3.29,NA,United Kingdom
557489,23200,JUMBO BAG PEARS,10,6/20/2011 14:58,2.08,12490,France
567185,22632,HAND WARMER RED RETROSPOT,2,9/18/2011 15:55,2.1,16370,United Kingdom
547042,21733,RED HANGING HEART T-LIGHT HOLDER,1,3/20/2011 11:00,5.79,NA,United Kingdom
549573,21908,CHOCOLATE THIS WAY METAL SIGN,1,4/10/2011 16:01,2.1,14504,United Kingdom
544292,22961,JAM MAKING SET PRINTED,10,2/17/2011 12:33,1.45,16745,United Kingdom
567043,22610,PENS ASSORTED FUNNY FACE,36,9/16/2011 11:27,0.19,13268,United Kingdom
576339,22108,PING! MICROWAVE PLATE,3,11/14/2011 15:27,3.29,14096,United Kingdom
573582,22178,VICTORIAN GLASS HANGING T-LIGHT,18,10/31/2011 14:23,1.95,16633,United Kingdom
580723,21164,HOME SWEET HOME METAL SIGN ,24,12/5/2011 17:09,2.95,15856,United Kingdom
574561,20724,RED RETROSPOT CHARLOTTE BAG,8,11/4/2011 15:52,1.63,NA,United Kingdom
570881,22175,PINK OWL SOFT TOY,6,10/13/2011 9:30,2.95,12498,Germany
562380,23350,ROLL WRAP VINTAGE SPOT ,12,8/4/2011 15:23,1.25,14778,United Kingdom
580981,22384,LUNCH BAG PINK POLKADOT,10,12/6/2011 16:02,1.65,16201,United Kingdom
541002,47590B,PINK HAPPY BIRTHDAY BUNTING,3,1/13/2011 10:33,5.45,12951,United Kingdom
545078,21906,PHARMACIE FIRST AID TIN,1,2/28/2011 10:15,13.29,NA,United Kingdom
573510,23078,ICE CREAM PEN LIP GLOSS ,20,10/31/2011 12:21,1.25,14808,United Kingdom
566444,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,9/12/2011 15:32,4.25,14020,United Kingdom
569870,23502,PLAYING CARDS VINTAGE DOILY ,2,10/6/2011 14:59,1.25,12757,Portugal
560918,22918,HERB MARKER PARSLEY,12,7/21/2011 18:27,0.65,14849,United Kingdom
559342,23065,LARGE DECO JEWELLERY STAND,3,7/7/2011 16:59,12.5,14493,United Kingdom
568161,23083,SET 6 PAPER TABLE LANTERN STARS ,1,9/25/2011 12:31,3.75,15860,United Kingdom
568134,23204,CHARLOTTE BAG APPLES DESIGN,3,9/23/2011 17:02,1.63,NA,United Kingdom
578302,23423,PANTRY 3 HOOK ROLLING PIN HANGER,6,11/23/2011 15:23,3.75,16057,United Kingdom
544037,22960,JAM MAKING SET WITH JARS,6,2/15/2011 11:31,4.25,14961,United Kingdom
552000,22077,6 RIBBONS RUSTIC CHARM,1,5/5/2011 15:56,3.29,NA,United Kingdom
537400,22757,LARGE RED BABUSHKA NOTEBOOK ,2,12/6/2010 14:36,1.25,17191,United Kingdom
560779,20713,JUMBO BAG OWLS,5,7/21/2011 9:30,4.13,NA,United Kingdom
539993,21499,BLUE POLKADOT WRAP,25,1/4/2011 10:00,0.42,13313,United Kingdom
560359,21993,FLORAL FOLK STATIONERY SET,2,7/18/2011 11:47,1.25,14159,United Kingdom
575080,22562,MONSTERS STENCIL CRAFT,60,11/8/2011 13:29,1.25,14676,United Kingdom
561704,22996,TRAVEL CARD WALLET VINTAGE TICKET,3,7/29/2011 11:07,0.42,14606,United Kingdom
537653,22726,ALARM CLOCK BAKELIKE GREEN,1,12/7/2010 15:54,3.75,17897,United Kingdom
549754,22948,METAL DECORATION NAUGHTY CHILDREN ,24,4/12/2011 11:32,0.85,13700,United Kingdom
548606,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,60,4/1/2011 11:10,1.25,12731,France
540352,21031,SPACE CADET BLACK,1,1/6/2011 14:27,0.85,NA,United Kingdom
562612,23188,VINTAGE  2 METER FOLDING RULER,12,8/8/2011 12:00,1.65,16637,United Kingdom
559200,23301,GARDENERS KNEELING PAD KEEP CALM ,1,7/7/2011 10:36,1.65,13291,United Kingdom
560212,21791,VINTAGE HEADS AND TAILS CARD GAME ,2,7/15/2011 14:58,1.25,14722,United Kingdom
552631,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,5/10/2011 12:55,0.65,12684,France
567076,84341B,SMALL PINK MAGIC CHRISTMAS TREE,36,9/16/2011 12:27,0.38,15505,United Kingdom
540098,22470,HEART OF WICKER LARGE,2,1/4/2011 15:50,2.95,16241,United Kingdom
563556,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,8/17/2011 13:31,2.08,17706,United Kingdom
540420,84826,ASSTD DESIGN 3D PAPER STICKERS,120,1/7/2011 11:13,0.21,12829,United Kingdom
577483,21876,POTTERING MUG,2,11/20/2011 11:50,1.65,14502,United Kingdom
536401,82580,BATHROOM METAL SIGN,1,12/1/2010 11:21,0.55,15862,United Kingdom
572553,22812,PACK 3 BOXES CHRISTMAS PANNETONE,1,10/24/2011 17:09,4.13,NA,United Kingdom
563935,47566,PARTY BUNTING,2,8/21/2011 16:24,4.95,15547,United Kingdom
560861,21818,GLITTER HEART DECORATION,2,7/21/2011 13:37,0.85,17660,United Kingdom
563954,20685,DOORMAT RED RETROSPOT,10,8/22/2011 10:59,6.75,16652,United Kingdom
565443,21880,RED RETROSPOT TAPE,12,9/4/2011 14:22,0.65,12567,France
558461,23167,SMALL CERAMIC TOP STORAGE JAR ,5,6/29/2011 15:03,0.83,13263,United Kingdom
555276,22335,HEART DECORATION PAINTED ZINC ,2,6/1/2011 17:28,1.25,NA,United Kingdom
555352,22379,RECYCLING BAG RETROSPOT ,100,6/2/2011 12:46,1.85,15838,United Kingdom
579508,23351,ROLL WRAP 50'S CHRISTMAS,6,11/29/2011 16:33,2.46,NA,United Kingdom
C577821,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,-1,11/22/2011 9:29,4.25,13777,United Kingdom
560921,22562,MONSTERS STENCIL CRAFT,12,7/21/2011 19:17,1.25,16224,United Kingdom
560250,21328,BALLOONS  WRITING SET ,5,7/17/2011 12:31,1.65,14659,United Kingdom
581149,22561,WOODEN SCHOOL COLOURING SET,4,12/7/2011 14:12,1.65,15471,United Kingdom
560777,22133,PINK LOVE HEART SHAPE CUP,1,7/21/2011 9:30,1.63,NA,United Kingdom
569828,23404,HOME SWEET HOME BLACKBOARD,1,10/6/2011 12:35,4.95,14527,United Kingdom
567193,82494L,WOODEN FRAME ANTIQUE WHITE ,12,9/19/2011 9:27,2.95,18094,United Kingdom
541655,21781,MA CAMPAGNE CUTLERY BOX,1,1/20/2011 12:04,14.95,14779,United Kingdom
552638,84912A,PINK ROSE WASHBAG,4,5/10/2011 13:00,3.75,17700,United Kingdom
571709,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,10/18/2011 15:52,3.75,16463,United Kingdom
568057,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,9/23/2011 12:56,2.46,NA,United Kingdom
559051,85132C,CHARLIE AND LOLA FIGURES TINS,1,7/5/2011 16:47,5.79,NA,United Kingdom
557938,23285,PINK VINTAGE SPOT BEAKER,1,6/23/2011 15:35,1.63,NA,United Kingdom
542541,21801,CHRISTMAS TREE DECORATION WITH BELL,2,1/28/2011 14:25,0.42,NA,United Kingdom
568921,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,2,9/29/2011 14:40,1.65,17373,United Kingdom
580074,21866,UNION JACK FLAG LUGGAGE TAG,12,12/1/2011 14:06,1.25,15028,United Kingdom
538054,85167B,,-24,12/9/2010 13:34,0,NA,United Kingdom
569129,22507,MEMO BOARD RETROSPOT  DESIGN,1,9/30/2011 13:40,4.95,15034,United Kingdom
541110,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,1/13/2011 15:11,0.85,15916,United Kingdom
570127,22988,SOLDIERS EGG CUP ,12,10/7/2011 13:17,1.25,16900,United Kingdom
537624,21380,WOODEN HAPPY BIRTHDAY GARLAND,1,12/7/2010 14:41,2.95,12748,United Kingdom
551421,23051,RECYCLED ACAPULCO MAT BLUE,4,4/28/2011 14:04,8.25,14077,United Kingdom
553828,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,5/19/2011 11:24,0.83,17865,United Kingdom
560868,22950,36 DOILIES VINTAGE CHRISTMAS,1,7/21/2011 14:14,1.45,14866,United Kingdom
539826,22723,SET OF 6 HERB TINS SKETCHBOOK,2,12/22/2010 12:39,3.95,15044,United Kingdom
570479,23207,LUNCH BAG ALPHABET DESIGN,5,10/10/2011 16:58,1.65,17589,United Kingdom
538659,22188,BLACK HEART CARD HOLDER,4,12/13/2010 15:36,3.95,14625,United Kingdom
567661,22905,CALENDAR IN SEASON DESIGN,2,9/21/2011 15:06,2.95,13959,United Kingdom
575751,23076,ICE CREAM SUNDAE LIP GLOSS,24,11/11/2011 10:32,1.25,14911,EIRE
559537,22469,HEART OF WICKER SMALL,3,7/10/2011 12:23,1.65,14472,United Kingdom
551142,84279B,CHERRY BLOSSOM DECORATIVE FLASK,2,4/26/2011 13:22,3.75,17613,United Kingdom
569983,23315,IVORY REFECTORY CLOCK,1,10/6/2011 19:49,9.95,17231,United Kingdom
579196,20961,STRAWBERRY BATH SPONGE ,1,11/28/2011 15:54,2.46,14096,United Kingdom
566203,23215,JINGLE BELL HEART ANTIQUE SILVER,8,9/9/2011 14:47,2.08,16362,United Kingdom
569667,23397,FOOT STOOL HOME SWEET HOME ,2,10/5/2011 13:42,9.95,17521,United Kingdom
545425,22071,SMALL WHITE RETROSPOT MUG IN BOX ,3,3/2/2011 14:39,3.75,16792,United Kingdom
541696,22726,ALARM CLOCK BAKELIKE GREEN,1,1/20/2011 18:08,7.46,NA,United Kingdom
545660,22961,JAM MAKING SET PRINTED,6,3/4/2011 14:28,1.45,17191,United Kingdom
566976,23205,CHARLOTTE BAG VINTAGE ALPHABET ,20,9/16/2011 9:27,0.85,15382,United Kingdom
568469,23355,HOT WATER BOTTLE KEEP CALM,12,9/27/2011 11:38,4.95,14141,United Kingdom
541111,21531,RED RETROSPOT SUGAR JAM BOWL,6,1/13/2011 15:13,2.55,15687,United Kingdom
550973,21794,CLASSIC FRENCH STYLE BASKET NATURAL,8,4/21/2011 17:06,3.95,14031,United Kingdom
562378,85049E,SCANDINAVIAN REDS RIBBONS,12,8/4/2011 15:07,1.25,15046,United Kingdom
576860,21967,PACK OF 12 SKULL TISSUES,12,11/16/2011 15:58,0.39,17602,United Kingdom
579268,23697,A PRETTY THANK YOU CARD,24,11/29/2011 9:47,0.42,14321,United Kingdom
567461,79321,CHILLI LIGHTS,3,9/20/2011 12:31,12.46,NA,United Kingdom
548859,22431,WATERING CAN BLUE ELEPHANT,5,4/4/2011 13:32,1.95,13668,United Kingdom
573300,22994,TRAVEL CARD WALLET RETROSPOT,3,10/28/2011 16:10,0.42,16049,United Kingdom
553739,22191,IVORY DINER WALL CLOCK,2,5/19/2011 9:23,8.5,14895,United Kingdom
567960,22095,LADS ONLY TISSUE BOX,12,9/23/2011 9:14,1.25,13777,United Kingdom
555845,22960,JAM MAKING SET WITH JARS,2,6/7/2011 13:19,4.25,17015,United Kingdom
557267,20839,FRENCH PAISLEY CUSHION COVER ,6,6/19/2011 11:23,0.85,16805,United Kingdom
574533,22865,HAND WARMER OWL DESIGN,24,11/4/2011 14:24,2.1,12928,United Kingdom
571441,22457,NATURAL SLATE HEART CHALKBOARD ,2,10/17/2011 13:31,5.79,14096,United Kingdom
562448,23112,PARISIENNE CURIO CABINET,12,8/4/2011 19:22,6.65,17428,United Kingdom
548331,21902,"KEY FOB , FRONT  DOOR ",24,3/30/2011 13:28,0.65,13047,United Kingdom
551440,22663,JUMBO BAG DOLLY GIRL DESIGN,1,4/28/2011 15:29,2.08,15311,United Kingdom
571425,23129,HEART SHAPED HOLLY WREATH,4,10/17/2011 12:41,4.15,14911,EIRE
539607,22555,PLASTERS IN TIN STRONGMAN,12,12/20/2010 14:10,1.65,12681,France
576329,21846,PINK DIAMANTE PEN IN GIFT BOX,1,11/14/2011 15:22,8.29,NA,United Kingdom
564754,22692,DOORMAT WELCOME TO OUR HOME,1,8/30/2011 10:29,15.79,NA,United Kingdom
576840,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,1,11/16/2011 15:23,0.83,NA,United Kingdom
580999,22627,MINT KITCHEN SCALES,1,12/6/2011 17:49,8.5,17883,United Kingdom
560245,21714,CITRONELLA CANDLE GARDEN POT,2,7/17/2011 12:15,1.25,NA,Switzerland
538652,22030,SWALLOWS GREETING CARD,12,12/13/2010 15:12,0.42,17890,United Kingdom
575931,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,11/13/2011 10:35,1.45,16560,United Kingdom
568701,23402,HOME SWEET HOME 3 PEG HANGER ,8,9/28/2011 15:07,3.75,13924,United Kingdom
574143,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,11,11/3/2011 11:27,2.89,18041,United Kingdom
551057,20702,PINK PADDED MOBILE,1,4/26/2011 11:59,4.25,16942,United Kingdom
578354,23583,LUNCH BAG PAISLEY PARK  ,20,11/24/2011 10:12,1.65,17139,United Kingdom
546669,22960,JAM MAKING SET WITH JARS,12,3/15/2011 15:36,3.75,14226,United Kingdom
550541,21385,IVORY HANGING DECORATION  HEART,1,4/19/2011 11:33,1.63,NA,United Kingdom
576560,22065,CHRISTMAS PUDDING TRINKET POT ,6,11/15/2011 13:21,0.39,12877,United Kingdom
539443,37370,RETRO COFFEE MUGS ASSORTED,72,12/17/2010 15:52,1.06,14031,United Kingdom
553869,22183,CAKE STAND VICTORIAN FILIGREE MED,3,5/19/2011 14:27,6.75,15394,United Kingdom
578827,22745,POPPY'S PLAYHOUSE BEDROOM ,1,11/25/2011 14:25,4.13,NA,United Kingdom
557640,22111,SCOTTIE DOG HOT WATER BOTTLE,1,6/21/2011 16:24,12.46,NA,United Kingdom
541216,21121,SET/10 RED POLKADOT PARTY CANDLES,5,1/14/2011 13:52,1.25,15311,United Kingdom
537129,22147,FELTCRAFT BUTTERFLY HEARTS,12,12/5/2010 12:15,1.45,13506,United Kingdom
578541,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,12,11/24/2011 15:01,1.25,14277,France
566219,22558,CLOTHES PEGS RETROSPOT PACK 24 ,24,9/9/2011 15:51,1.65,17426,United Kingdom
538371,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,12/12/2010 11:07,4.25,15570,United Kingdom
538071,22090,PAPER BUNTING RETROSPOT,1,12/9/2010 14:09,5.91,NA,United Kingdom
542360,21166,COOK WITH WINE METAL SIGN ,2,1/27/2011 12:40,1.95,14701,United Kingdom
559668,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,7/11/2011 13:40,0.85,13394,United Kingdom
553659,20967,,-77,5/18/2011 11:47,0,NA,United Kingdom
552042,21535,RED RETROSPOT SMALL MILK JUG,12,5/6/2011 9:00,2.55,13952,United Kingdom
555722,22602,RETROSPOT WOODEN HEART DECORATION,1,6/6/2011 16:06,1.63,NA,United Kingdom
576840,23156,SET OF 5 MINI GROCERY MAGNETS,1,11/16/2011 15:23,4.13,NA,United Kingdom
560090,23142,IVORY WIRE KITCHEN ORGANISER,1,7/14/2011 16:46,20.79,NA,United Kingdom
542107,21754,HOME BUILDING BLOCK WORD,1,1/25/2011 13:38,5.95,16222,United Kingdom
572283,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,4,10/23/2011 11:42,0.29,15000,United Kingdom
566979,22571,ROCKING HORSE RED CHRISTMAS ,12,9/16/2011 9:54,0.85,13141,United Kingdom
570214,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2,10/9/2011 11:50,3.75,12748,United Kingdom
559817,90134,OLD ROSE COMBO BEAD NECKLACE,1,7/12/2011 16:20,2.9,NA,United Kingdom
573915,85034A,3 GARDENIA MORRIS BOXED CANDLES,4,11/1/2011 15:55,1.25,15511,United Kingdom
C580604,AMAZONFEE,AMAZON FEE,-1,12/5/2011 11:35,11586.5,NA,United Kingdom
574656,23323,WHITE WICKER STAR ,6,11/6/2011 11:36,2.1,16434,United Kingdom
553013,22190,LOCAL CAFE MUG,1,5/12/2011 18:19,2.46,NA,United Kingdom
570672,23285,PINK VINTAGE SPOT BEAKER,8,10/11/2011 14:52,0.85,12536,France
562893,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,8/10/2011 12:25,0.85,17442,United Kingdom
537195,22620,4 TRADITIONAL SPINNING TOPS,1,12/5/2010 13:55,1.25,15311,United Kingdom
544666,82600,NO SINGING METAL SIGN,3,2/22/2011 15:00,2.1,16907,United Kingdom
